SAE,AAVE
"I am up. I barely slept at all. Damn people's decisions can really affect your piece of mind. I have been having mini dreams all night. Shaking my head.
","Im up ..barely slept at all ..damn ppls decision can really effect your piece of mind ...been havingmini dreams all night smh
"
"Fake love comes and goes when you are in need of help. Real love comes and stayswith you through hard times
","Fake love comes and go when you are in need if help..real love comes and stayswith you through hard times!
"
"Educators can't control class rooms. Not because of ADHD, but because of a lack of discipline in the home.
","Educators cant control classrooms ..not because of ADHD ..but because of a lack ofdiscipline in the home. .
"
"My views on marriage have not been that positive as of late.Sad, I know. I'm shaking my head
","My views on marriage have not been that positive as of late.:-/ Sad, I know... *smh*
"
"I love mellow people. All that loud shit. For what though? But I will turn up quick if you take me there
","I love Mellow People all that loud Sh*t For what tho???? But I Will turn Up Quickif you take Me Der
"
"He knows the game. He's not lame, and he knows I'm gone. I do the best I can.
","He know he know the game he ain't no lame He know Im gonedo the best I can
"
"You're not the only one who is confused. And I'm trying to, but itdoesn't seem like it will.
","you're not the only one confused and I'm trying to but itdoesn't seem like it will
"
"Praying for you, Dominic. If you need an ear or even just to vent if no one else is there to listen, I surely will. Staystrong for you and yours.
","prayin 4 u Dominic..if u need a ear or even jst 2 vent if no 1 else is there 2 listen i surely will...staystrong 4 u & urs
"
"I hate to say it, but talking freaky doesn't excite me anymore.It's just like, \""oh okay.\
","I hate to say it but talking freaky doesn't excite me anymoreits just like oh okay
"
"That shit was as foul as fuck! I was crying and those people didn't have to say shit to us! Fucked up
","That Shit Was Foul As'f! My ass was cryinggg & them folkss didnt have tosay shit us! Fuckedd Up
"
"Tears are steadily pouring from my eyes. I hate that I have to go through this alone
","Tears are steady pouring from my eyes. I hate that I haveto go through this alone.
"
"I hope that he's okay. I am going to go home and get in bed. I just don't know, my night is ruined.
","I Hope He Okay! Im Finna Go Home & Get In The Bed & JusstIDK! My night fuckedd up
"
"You can either love me or hate me. Whatever you do, it will notmake me or break me.
","You can either love me or hate me , wateva you do it wontmake me or break me..
"
"I have 30, and the number that comes after eight. Left of one shot fromfive, take off his face.
","I gotta 30 and the numba that come after 8, left of one shot fromfive, take off his face..
"
"Let me see what is up with this Westwood College. Oh, and the famous soul food spot nearCamp Creek is on point
","Lemme see wusup with this Westwood College. O...and The Famous soul food spot nearCamp Creek is on point!
"
" I appreciate it when I am finished with work and come home to girlfriend.She misses me
","I love it when i get off work and come home to my babygirl she be missing me
"
"No, man, she came at me like she always does, and I shut her fat neck ass down. You have to learn, bitch, to respect people
","naw bra she came at me like she always do and i shut her fat kneck ass down u goelearn bitch 2 respoect people
"
"Not a thing, but what's wrong with not getting one? It's more of a healthy hair type, not like I'm trying to impress you or anything.
","not a thing..but what's wrng with not gettin one? It's a healthy hair type thing, not really a I'mtryna to impress you thing
"
"Why do you feel the need to talk on the speaker phone? What the fuck, I don't need to hearyour damn conversation. Fucking lame
","WHY DO YOU FEEL THE NEED TO TALK ON THE SPEAKER PHONE WTF I DON'T NEED TO HEARYOUR DAMN CONVO FUCKING LAME
"
"French Montana and his music are a joke to me, I don't even take him seriously. Like how do you style Kanye andYing Yang Twins' ad-libs
","French montana and his music are a joke 2 me don't even take bra serious..... Like how do u style kanye andying yang twins ad libs
"
"It's going to rain in a while, which means two goodnaps in one day, I'm laughing at that
","It's going to rain in a few which means two goodnaps in one day lol
"
"I have sex with girls on the roof when I don't have anymoney for a hotel room - Big 
","Bitches get fucked on the roof when I aint got nohotel doe ~ Big L
"
"So, I guess, Mobile Heights is the only one getting rain... Isn'tthis about a B word
","So I guess Mobile Heights the only one getting rain ....ain'tthis bout a B word
"
"I have a long day ahead of me tomorrow. I'm going to call ita night after the game
","Got a long day ahead of me tomorrow finna call ita nite after the game
"
"When I get back in here from work, I got some rice waiting on me. Shout out to my grandma.She is helpful at times
","When I get back in here from work I got some rice waiting on me S/O to my grandmashe look out at times
"
"I have done my morning routine just to tie my hair back up and get back in the bed.
","I done pulled myself together just to wrap my hair back up& get in the bed
"
"Is anyone searching for a DJ for Father’s Day on Sunday? I’m available. Call me at 410-645-0495, Monday through Friday,9AM-5PM. I play music for karaoke too
","Anyone ISO a DJ for Sunday Father's Day? I'm available. Call me 410-645-0495; M - F,9am-5pm. I do Karaoke too!
"
"What ever happened to those nice men who made that sing \""White Tee?\"" I'm tired of people looking at me strangelywhen I play that song
","What ever happened to those nice men that made that song ""White Tee""? I'm tired of ppl looking at me funnywhen I play that song
"
"I was at the show when they last had Nas on... He was on his knees in the rain performing \""OneMic\"" and people were booing
","I was at the show when they last had Nas....he was on his knees in the rain performing OneMic and niggas was booing""
"
"WHT IT HAD TO BE IN THAT WAY, YOUR WRONG , TELL ME HOW WE CAN GO ON SEVEN. HOLIDAYI LOVE THIS SON
","WHY IT HAD TO BE THAT WAY YOUR WRONG DEAD WRONG TELL ME HOW HOW WE. CAN WE GO ON SEVEN. HOLE DAYYES I LOVE. THIS. SONG
"
"I read a tweet of a stressed woman, and I think that women should think a lot more. Maybe if they did, they could solve some of their own problems and be happier.
","I read dis tweet of women stress,& I think women shuld think alot more cuz maby if dey did dey culd solve sum deyown problems & b happier.
"
"I not going to lie, sometimes I am scared of being myself but I want to kill those who make me feel that way though it is my fault butI can't help who I am
","I aint gone lie,sumtimes im scard of being myself bt wanna kill those who make me feel dat way though its my fault btcant help who I am
"
"We do this every Summer Jam. Think of scenarios where Jay-Z can come out. We are used to this shit.
","We do this EVERY summer jam. Think of scenarios where Hov can come out.We used to this shit.""
"
"Rammstein is awesome. These black men have guitars with flamethrowers, at least 20 feet of flames, when playing. I am going to trythat on July 4th, if possible.
","Rammstein is awsome.These niggas hav guitars wit flamethrowers aleast 20feet of flames wen playin a fret.Imma trydat on july4th if possible
"
"Most people compared the Andrew Luck & RG3 draft to Manning and Leaf. What was Ryan Leaf like, and how do the two compare?
","most people compared the andrew luck & rg3 draft to manning and leaf. What was ryan leaf like andhow do the two compare?
"
"If your girlfriend has one, you should get better at sex. Vibrators and dildos should be embarrassing to you. You should be embarrassed.
","if yo lady got one, you prolly need to add to your game. Vibrators and dildosshould damage a niggas ego.
"
"I want a take back on my messages that i sent. The few messages.
","I wish I knew how 2 erase personal messegages I sent in regrettion. Yea I regret amessage or 2 I sent.
"
"I'm hiding in the Grand Canyon, fuck it. I'm going to make it through these twelve hours.I'm laughing. I have to hide the car
","I'm hiding in the grand canyon fuck it, ima make it through theese 12 hrslol. Gotta hide the car.
"
"What channel are you guys on today? I missed the show yesterday because Comcast said there was a baseballgame on. Also, what time?
","what channel are yall on today, I missed the show yesterday because comcast said there was a baseballgame on. What time also.
"
"Black person, my palette has been spoiled. I can't come home and make the same pastaafter eating this authentic Italian food
","Nigga my palette has been spoiled ..I can't come back home and make the same pastaafter eating this italian authenticity
"
"Wait, wait, did I just see someone Tweet and say J. Cole's albumis better than The Yeezy
","Wait wait did i just see someone tweet and say j cole albumis better than the yeezy
"
"People keep asking me where my ancestors are from and I say America. They're like \"" No before they came here\"". Damn it. I don't know specifically.
","Mogs keep asking me where my people are from..I say america and there like no before they came there..Damnit I dunno specifically where
"
"To be honest, my top 20 Quarterback would be Larry Fitz. Carson did throw for 4000yards, if I'm not mistaken.
","in all honesty, any top 20 QB would be great with Larry Fitz. Carson did throw for 4000yds if I'm not mistaken.
"
"My partner was arguing with me about when we have a baby. If it's a boy, he's going to be ajunior. No, the hell he isn't
","Bay was arguing me dwn when we have a baby if its a boy he gone be ajr.NO THAA HELL HE AINT
"
"In other news, Paula Dean hired the real life Olivia Popeto fix her situation.
","In other news Paula dean hired the real life Olivia popeto fix her situation ..
"
"I was trying to aim for the fourth, but there is now a delay. I ran out of money.
","i was gonna initially do the 4th but now i gotta wait till mymoney is back in order
"
"I like to keep my social circle small because of the superficial attitudes of many individualssome people I choose not to associate with are either dysfunctional, superficial, or both
","Ion fckk wit to many bxtchess ,cause these bxtch these dayss eithaa fakeor messy ,if not both
"
"Shout out to Angela for remaining professional... You know her and Bow Wow discussed that red carpetinterview prior to it happening
","Shout to angela for remaining professional ... You know her and bow wow discussed that red carpetinterview prior to it happening
"
"I'm not scared to tell ANYBODY. I love my boyfriend, it is what it is. I can'tHelp who you fall for
","Ian scared to tell NOBODY i love my boyfriend ,it is what it is ,canthelp who uu fall fah
"
"So over these n-words! It's, \""been there, done that.\""I'm faithful to my partner
","So , Over These Niaqqa'ss ! It's Been There Done That! I'm Faithful To Mine
"
"We used to talk about stuff and people didn't even knowwhat the fuck we were talking about
","We use to be talkin bout stuff && ppl aint knowtf we be talkin bout
"
"My mother is up in the kitchen, listening to the OMG Girls! I think she is still drunk from last night
","My momma Is Up In The Kitchen Listeinqq 2 Daa The OMG Gurls ! I Thinkk SheStill Drunk From Lastniqht !
"
"Laughing my ass off, no, whore, you're talking shit. The only one touching my ass is Kendravius and, whore,my ass isn't sloppy either
","Lmaoooo ,nawl hoe ,yeen smackin shit ,only one touchin my ass is KENDRAVIUS , && hoemy ass aint sloppy neither
"
"Is it wrong for women to use a man for pleasure? I mean, menuse women all the tim
","Is it wrong for females to use a nigga for pleasure ,??? I mean niggasuse females all the time
"
"I'm not losing it. I was going to put her out, call another busy body, bringher in, and work out
","Ian trippin i was finna put ha out ,call another busy body bringha in && work out
"
"Quint,Jerry, and Mario want me to come to B.C. Rain.They need to come to Murphy
","Quint Jerry and Marlo Want Me Ta Come Ta B.C. RainThey Needa Come Ta Murphy
"
"I'm laughing. Because, man, I was new to that shit, you know?But I got you, little baby
","lol causee man i was new to thaa shi ,yah kno .?,but i gotchaa li'baby !
"
"But I just always keep certain thing to myself but sometimes that's what upsets me most days.
","But I just always keep stuff like that to my self but sometimes doingthat fucks up my days
"
"Go to bed, wake up and go back. My grandmother worked hersaggy body better than you
","Go To Bed , Wake Up &Go back .... My grandma work hersaggy shyt better den yu
"
"I'm positive it's not yours. I had a dream about it last night. And yes, these are the things that I dream about.
","positive it's not yours - cooked in. I had a dream (nightmare?) about it last night. Yes - this isthe shit i dream about
"
"That is awesome, enjoy! IF you have some free time, you should stop by for a glass onthe patio. Super cool place.
","awesome! Enjoy! If you have some free time you should stop by for a glass onthe patio. Super cool place.
"
"When we were all having feelings earlier, he said that's why I'm going to marry you and spoil everything. Just keep holding me down like you do.
","When we was all in our feelin earlier he was like ""&& thats why ima marry you && spoil thaa fuck'chaa,jus keep holdinme dwn like you do""
"
"I don't know. Yours is that Sunday and mine is that Thursday. My mom said shemight get me a room
","ion kno ,yours that sunday && mines that thursday ,my mama said shemight get me a room
"
"I wish I had an app to let me know who were asking these questions when I ask them because it's difficult.
","I wish i had app to let me kno who ne askin these questionson ask cause i swear
"
"I am such a huge fan. You are an amazing singer and a role model to everyone. MayGod bless you on everything
","I am such a huge fan you are a amazing singer and a role model to everyone maygod blessed you on everything.
"
"That was my first time seeing my parents aregue like that and I didn't like it at all.
","That was my first time seein my mama && daddy argue like det &&ian like it AT ALL
"
"People only look at the bad things, but they don't recognize all the good things you've done
","People only look at the bad things but they don't recognize allthe good u have done
"
"I'm looking for a new bedroom crib set for my baby. It's not easy to do and there are so many options to choose from.
","Looking for my baby a new bedroom crib set ugh it's not easy to do somany options to choose from
"
"I don't even know why you keep putting stuff on here, but you just made a statusabout a guy you miss
","ion even know why u keep putting stuff on here but u juss made statusabout a nigga u miss
"
"I am happy that it's over. She went from being in love with Bill to being in love with his son. She went after a takenman and killed his baby.
","I'm happy it's over. She went from in ""love"" with bill to his son. Went after a takenman and killed his baby
"
"Oh! I haven't gotten that message, but I'm getting off ofit because my bill is already high
","oh! I haven't got that message but I'm getting off ofit my bill already high
"
"Chief Keef told the police that it's a fast car, and that's why I bought it. I can't be mad at him.
","Chief Keef told police it's a fast car that's why I bought it.... Ican't be mad at him
"
"I can't believe some bitch ass tried to call my insurance company and say I was involved ina hit and run. Get the fuck out of here
","Can't believe some bitch ass tried to call my insurance company and say I was involved ina hit and run. Foh
"
"I want your energy to take control of me. I go to sleep and Isee you in my dreams
","I want your energy to take control of me, I go to sleep Isee you in my dreams!☺
"
"Back in the day, they put Gatorade in glass bottles... I think theyshould bring that back. I'm laughing.
","If back in the day they had Gatorade in glass bottles... I think theyshould bring that back lol
"
"She accuses me of jealousy every time I comment. i disagre
","everytime I say it she call me gay lol"" she told me but yours little jasI was like I no
"
"I have to get breakfast. I went to sleep hungry because it was toolate to eat last night.
","I have to get breakfast I went to sleep hungry bc it was toolate to eat last night
"
"Click the burrito you want then do the drink. Put in promo code and then youput in the card number
","click the burrito you want then do the drink... Put in promo code and then youput in the card number
"
"Fuck you, 50, you're an old person going to a matinee. This is the best time!There are no lines and it's peaceful
","fck u 50 , u a old head goin to matinee "" this the best time! No lines and peace
"
"I used to think about immature things, like do you love me? Do you want me? Are you going to call melike you said you would
","I use to think about immature things.... Like. Do you love me? Do you want me? You gon call melike you said you would?
"
"I knew people were going to go overboard. They are on there suckingdick and fucking completely.
","""I knew ppl was gonna go overboard They on there suckingdick and fucking """" completely !
"
"And I got out here just in time to put my car on theother side of the street
","& I got out here just In time to put my car on theother side of the street
"
"For those of you in Greek life going to AGP, you should check out Greekedup Co. The booth for your paraphernalia needs.
","For all my Greeks going to the AGP check out Greekedup Cobooth for your nalia needs!
"
"Anytime you don't get your way, I shouldn't call you? You aren't a real friend. I'm not a whore, alright
","everytime u don't get your way don't call u, u ain't a real friend!""Oh I'm not whore ok""
"
"Brother, when I walked inthe pizza place, I don't to see youeating pizza on a stick
","Bruh. When I walk in the pizza place I don't want to see yo asschomping on a pizza stick.
"
"Nas heard your single, and he hates it. I'm sure he doesn't care what you think.
","""Nas heard your single and he hate that shit"""""" I sure hedoesn't care Wht u think
"
"Girl is showing off her goods with no fear. Dont be afraid.
","Pop pussy baby show them niggAHs you ain't scared in here. Shake them titties baby shoe then niggayou ain't scared in here
"
"This whole moving situation is so frustrating because I don't want to lease somewhere Idon't plan on staying long
","This whole moving this is so frustrating. Cause I don't want a lease somewhere Idon't plan on staying long.
"
"Girl, it takes me two weeks to do laundry, by the time the two weeks has passed, it's already timefor me to do laundry again. Laughing out loud and shaking my head
","girl it takes me 2wks to wash by that time I haveto wash again lol"" smh
"
"I get so excited when I realize it's almost 4:00... Then, I remember that Idon't get off until 5:00
","I get so excited when I realize it's almost 4:00... Then I remember that Idon't get off until 5:00
"
" A funny little hat, gift to the head, gift to the head. With a yellow chicken, in the fish ... On a boat, on a boat
","Un petit chapeau rigolo, don à la tête, don à la tête. Avec un poulet jaune, en les poissons... Surun bateau, sur un bateau
"
"Shut the fuck up! I'm saying, and it's funnier because we just talked aboutlame ass people doing that
","Ctfuu! I'm saying & it's funnier cause we just talked aboutlame ass people doing that
"
"I pry into others business, yes I do, I'm going to look when I think something isn't right. Screw whoever doesn't like it, I'm nothere to please you
","I'm nosey sometimes Damn right imma peep when I think something ain't right fuck who do like it I ain'there to make u happy
"
"Shaking my head. Pull, pull, pull your track. Pull them out of your hair. She is going to scream untilthey all fall down everywhere.
","Smh Pull, pull pull yo track pull them out your hair she gonna scream tillthey all fall down everywear
"
"I don't even know that woman. But she knows you can't be cool with everybody, no matter how correct it is
","Ion even know dat broad...but she know...u cant be cool wit everybody nomatter how right it is
"
"America is boring. I want something new. Everything is so repetitive: inauthentic people afraid to be themselves, people with weaves, etc
","America is boring...I want something new everything is so repetitive...wanna be's afraidto be themselves, weave, ect.....
"
"I am ready for football season! The National Basketball Association is full of cowards who cry about everything. Oh my! How the gamehas changed over the years
","I'm ready for football season!!! The NBA is full of pussies who cry about everything ohh my how the gamehas changed over the years
"
"All the big-name Mafia motherfuckers received their money on a 7-game series. If everyone thinks Miami is not goingto win this game, you are crazy
","All the Big Name Mob MF's got their money on a 7 game series..if y'all think MIAMI not gowin this game y'all trippin...
"
"The Spurs are hardly playing like they did the last game. I have never seen so many turnovers in my life fromthis team. Hmmm I wonder why
","The SPURS aren't hardly playing like they did last game...I have never seen so many turnovers n my life fromthis team..hmmm I wonder why?
"
"Jamie Foxx was wearing the shoes he wanted. His actions put us behind.
","Really Jamie Foxx?! get your hands off my Jordan's WTF!!! He justset us back once again
"
"This is probably the easiest night to find a mate in Miami especially if they win
","This is prolly the easiest night to get some ass nMiami especially if they win!!
"
"When your ex likes your pictures on instagram. I thinkyou want me back.
","When Your Ex likes Your Pics On Instagram >>>>>>>>>>>> I Be Like YeeeeeaaahhhhhhhBitch, You Want Me Back
"
"I hate to say it, but a lot of these dudes on Twitter are lame as fuck. How canyou possibly tweet that much
","I hate to say it but a lot these niggas on twitter lame as fuck how canu possibly tweet that much
"
"Damn, I'm tired. I'm glad I only have to work a couple weeks now. My plant is shutting down, and allof us are going to Miami in July
","Damn I'm tired glad I only gotta couple weeks left my plant shutdown allof July goin to Miami
"
"I got a paid off day I'm going to use for work. I'm tired as hell and can't go in today.Plus it feels good today
","I got a pa day I'm use for work tires as hell can't go in todayplus it feel good 2day
"
"It is crazy because black men lie to their hoes, saying they do not have a girlfriend, buthave a whole one. Shaking my head.
","Its crazy cause niggas lie to they HOES sayin they dont have a girlfriend buthave a whole one smh
"
"The higher you go in life the less noise you will hear (less people at the top). If it is too noisy in your life, takeit up a notch! Let's go
","The Higher You Go In Life The Less Noise You Will Hear (less people at the top) If Its To Noisy In Your Life TakeIt Up A Notch!!!LETS GO!!!
"
"Thought of the day: I don't make many promises, but I promise to give life my best shot!
","My Thought Of The Day: I Don't Make Many Promises But Here It Goes, Dear Life I Promise ToGive You My Best Shoot!!!
"
"I hate this clown-ass black man. I do not believe shithe says. Shaking my head. Laughing out loud. Real shit.
","I hate dis clown ass nigga mane I don't believe shythe say smh lol rs
"
"I spent the day with my youngest daughter. First, it was ice cream, then it was shopping, now we are on theswings. Then, off to dinner
","Spent the day with my youngest daughter, first it was ice cream, then it was shopping, now we r on theswings then off to dinner
"
"The emojis that I just sent to Quinton, it's so funny! We think alike so I knowhe is going to understand it.
","The emojis I just sent Quinton. Kml, we think alike so Ikhe's qonna qet it .
"
"You that shit phases me? Love, you were just a conversation piece. That's it. You jumped to conclusions. Now,you feel played... Oh, well
","You think that shit phase me? Luv, you was just a convo piece. That's it. You jumped to conclusions. Nowyou feel played... Oh well!!
"
"I think it was last year when they chased that car toEC and shot it up
","I think It was last year when they chased that car toEC and shot it up
"
"I love when the O's have a day game during the week. Listening to a baseball game on the radio and coding aretwo of my favorite things
","I love when the o's have a day game during the week. Listening to a baseball game on the radio and coding aretwo of my favorite things.
"
"I won't say that because I know a lot of people that didn't settle, but it didn't take 3 months though.
","I won't say dat...cuz I know a lot of ppl dat didn't settle, but itdidn't take 3 months tho...
"
"I may be stupid, but I'm not a huge fool nor the ugliestbecause you have that title
","i may be dum, but im not the biggest jerk...nor the ugliestcuz u got that title
"
"That all goes back to accepting accountability of one's outcome. They want the glorybut none of the liability
","dat all goes back to accepting accountability of ones outcome...want the glorybut none of the blame.
"
"I never understood the reason for the different tracks. I just can’t waituntil they’re no longer part of my commute
","I neva understood the reason for the differnt tracks...I just can't waittil they off my commute
"
"I'm going to be true. I was expecting word of that Rose person killing brothers bynow... Yet I've heard nothing. Nothing
","I'm being true. I was expecting word dat Rose been killing niggaz bynow...nothing in the circuit. Nada!
"
"Well look at you, you little lurker. I already discussed with Dion. I said I will dothe show. It just wansn't for the \""event\""
","well look at chu, u lil lurker...I already discussed with dion. I said I will doshow...Just wasn't for ""event"" sheesh
"
"No, I think I used the video the publisher had on the website. It's not that hard. But thenagain, I'm technically proficient, too, so..
","naw, i think i used the video the publisher had on website...its not dat hard...but denagain imma Techie 2 so....
"
"I figure a few hustle points should allow him to get a few buckets. But overall,Antp give them that work.
","I figga a few hussle pts should allow him to get a few buckets...but over allAntp give em dat work
"
"Some loser will end up dating her and marrying her. Or she ends up with a guy with multiple kids from different moms.
","im sure some goofy will settle 4 the win and wife her...or sheaccept his 4 baby mommas...
"
"I'm involved in this domestic shit right now, but I'm going to move around after I play basketball, though. I've gotyou. Your copy is in the truck
","on this domestic ish rite now but imma move around after I hoop tho. I gotchu yo copy in truck
"
"The minute I sent it, I was like... wait this is Nate...  Then itwas too late. I'm shaking my head and laughing
","the min I sent it I was like...wait this Nate...den itwas 2 late. smh lol
"
"That's how I felt about my younger brothers, who are 18 and 16. They were my shadows, and I changed their stinkydiapers. They are both on Twitter now.
","that's how I felt about my baby bros...18 and 16 and they was my shadows and I changed they stinkydiapers. Both on twitter now
"
"Why do women see a guy they use to date that is now married and think...\""Oh, I could have been the one he marriedif I wanted to stick around\""
","Why do chicks see a guy they use to mess with dats married and think...""Oh dat coulda been meif I wanted it"" ?
"
"It's like this woman is changing her tone as the guy is trying to flirt He is trying his flirt game hard.
","I just seen a chick transform in front of my eyes as this dudetry to holla on my
"
"I'm talking about regular white guys, not the Jon B white guys. They just rarely considerblack women as an option
","Im talking regular white dudes..not the Jon B white guys....They just rarely considerblack women as an option....
"
"No White woman that has ever had a symmetrical haircut can convince me shenever dated a black dude..
","No White woman dat eva had a A symmetrical hair cut can convince me sheneva dated a black dude...
"
"Dare I go out on a limb and say that the idea of a black woman being sassy isn'tappealing anymore
","Dare I go on a limb and say...That ""Black woman sass"" isn't asappealing as it once was?
"
"I give props when due! I celebrate winners! But don't try to step on me twoappear deep to some hoes
","I give props when due! I celebrate winners! But don't try to step on me 2appear deep 2 some hoes...
"
"To the feller's dad and their ex-girl knows it and giggles every time they see me.
","2 the fellaz dats and they ex girl know it andgiggles everytime they see em...
"
"I'm on www.youtube.com. I'm listening now, and if I have to be open minded to enjoyI feel that I'm thinking too hard.
","im on youtubing listening now...and if I have to TRY to be open minded to enjoy Ifeel im thinking 2 hard.
"
"The Governor is trying to pay both sides against the middle and make money. The Vampers Governmentis gone now.
","the Gov, tryin to pay both sides against the middle and make money...the Vampers Govtis gone now Billith here
"
"I mean, there is nothing wrong with a girl with a good vagina, andnot stingy with it
","I mean, nothing wrong with a chick with good poon andnot stingy with it lol
"
"Lez, you're a jerk ass! Well, you never told me your read it. You'vebeen all Redbone busy and shit
","Lez ur a jerk ass! well u neva told me u read it...ubeen all redbone busy nshit!
"
"A woman with a lover will go on a date with another man and set up sexual activity with the lover afterwards
","A chick with a ""Him"" will go on a date with another dude and set up thesmash session with ""him"" afterwards...
"
"Most downtown tall black women look at me. That is a fact.
","90 percent of black women that work downtown over 5'9 lock eyes with meas I walk past...no BS
"
"I pop plan to expose LBJ's jump shot, he worked because he would have called him a genius. Let the heat cook.
","If Pop plan to ""expose"" LBJ jump shot worked mogs woulda called hima genius...let the heat cook.
"
"*Sets summer schedule* When are the KP playoff games? Hyde Park Alumni Picnic? House Picnic? Taste?Crunch Brunch Picnic? Brothers Picnics
","*sets summer schedule* When KP playoff games? Hyde Park Alumni Picnic? House Picnic? Taste?Crunch Brunch Picnic? Bruhz Picnics?
"
"Ooh, talk to Eb about that... She used to say that she \""wouldn't be one of those women that flashes herring.\"" Now ask her. It's funny
","oooh talk to Eb bout dat...she use to say she ""wouldn't be 1 of dem women that flash herring"" NOW ask her. HA
"
"All right, I'm going to be late to the HP picnic... I'll probably be there around 5pm. But I still want to ridein like purple rain lbs
","Aye imma be late to the HP picnic...prob around 5. But I still wanna ridein like purple rain lbs
"
"Being you is important on how you judge success. You are doing the right thing by following your own path.
","hey as long as doing what u want yields u the results uwant. U doing right chiefette
"
"I rather take a fake married person's advice than a single person about real shit. At least alevel of compromise is shown.
","I rather take a ""fake"" married person advice than a single person about RS, at least alevel of compromise is shown
"
"A man that invests extensive time before getting what he wants is calleda \""gentleman\"" in women's slang
","a man that invest extensive time before getting what he want is calleda ""gentleman"" in women slang.
"
"Showing how easy it is to admit the failure can be one's own fault. I accept it, and will strive todo better. Crazy world, right
","showing how easy it is to admit the failure can be ones own fault....I accept it and will strive todo better. Crazy world right?
"
"And I refuse to believe I never saw a woman breast feedand was the only one gawking
","And I refuse to believe I neva saw a chick breast feedand was only 1 staring!
"
"I would loe to have a routine so I can get into a processjust walk through my platform and leave.
","I wish would have a groove so I can randomly rollthru..talk my shit and leave.
"
"I'm pretty, but I am not beautiful. I sin, but I am not the devil. I'm good, but I amnot an angel. -Marilyn Monro
","I'm Pretty, But I Am Not Beautiful. I Sin, But I Am Not The Devil. I'm Good, But I AmNot An Angel. -Marilyn Monroe.
"
"Thank you, everyone, for the Father's Day wishes. I am sending blessings toall of the fathers out there.
","Thank you everyone for the Father's Day wishes. Sending blessings toall the fathers out there.""
"
"Got new game system and games. We were able to accomplish this before the year.
","Can't believe we get new consoles, New GTA, new BF, new Splinter Cell,Watch Dogs, AC4, Dead Rising 3,ArkhamOrigins b4 the years over.#2013
"
"Well said! At least she's working. She's gonna have to work a lot of hours justto see any serious money. I'm laughing
","Word! At least she working. she's gonna have to work mad hours justto see any paper lol""
"
"Women aren't worth anything! Females want a loyal man but can't evenbe loyal to their friends
","Bitches ain't shit! Females want a loyal dude but can't evenbe loyal to their friends""
"
"Oh no, I didn't even know that she was there. There wasn't anyparking, now I feel bad
","oh no!!! I didn't even know she was there. There was noparking. Smh. I feel bad!
"
"Shout-out to all of my male friends and cousins who have never sugar-coated shit. They always kept it so real
","S/O to all my male friends and cousins who never sugar coated shit,always kept it so real!
"
"And, to be honest, I hate Yale. Laugh out loud. I just like a fewpeople on my dad's side.
","And tbh I hate Yale lol I just like a fewpeople on my daddy side
"
"All during school, I wanted to fight Sam and, man, I tried and what happened? My eyewas black and blue for two weeks
","A all doing school I wanned to fight Sam and mon but I tryed an wat happen my eyewas blue for two weeks
"
"Tossing a salad? Swimming in each other.
","Me & your momma will make a salad and play in itlike it's a pool lol..!!!!????????
"
"Can I just get a blow job? For real, the crack of my hairy ass, killing myself laughing, just playing
","Can I just get a blow job fr the crack ofmy hairy ass kmsl Jp
"
"Sitting in the dark like a real man. Now that's some jail type talkand like real talk.
","-Chillin In The Dark Like A Real Nigga.!""naw that's some penitentiary shit gettinraped real nigga shit lmfao
"
"If a bitch goes to the food stamp building, and the security guard signsher in... She's a whore
","If a bitch go to food stamp building and the security guard signsher in.. She's a whore
"
"Light-skinned black people everywhere are upset about this new Instagram shit. Those black peopleare happy with the secret, and I'm laughing my ass off
","Light skin niggas upset everywhere about this new Instagram shyt""them niggasglad in the low lmao
"
"I thought I wanted these women but they want all the men. It's unbelievable.
","I thought I was thirsty toward these bitches... But these bitches bethirsty for these players smfh
"
"That man doesn’t do anything for you, but when he talks down to a woman, you’re satisfied
","That nigga don't do shxt for you, but when he downtalkin a bitch you satisfied.
"
"I've met cool gay people. I still feel that theshit is nasty, but they're cool though
","I've meet co gay ppl . I still feel that theshit nasty but they cool
"
"I think that I'm going to have my 18th birthday in Ohio. Then again it's really cold. All I know that is I want something big.
","Think ima have my 18th bday in Ohio. Then again It's gne cold as shit. All I knowis I want something big
"
"Ion really trusts what people say I've just been lied to so many times it'slike damn it, don't trust anyone
","Ion really believe shit people say I just been lied to so many times It'slike Fuck dat.Trust no one
"
"At 2 PM, we are giving away free tickets to the Graceful Hands Celebrity B-Ball Game atCass Tech on June 29, 2013
","At 2pm we will be giving away free tickets to the Graceful Hands Celebrity B-Ball Game atCass tech On June 29,2013.
"
"Visit all locations for tickets to the celebrity charity basketball game atCass Tech on June 29, 2013. Power b
","Visit all locations for tickets to the celebrity charity b-ball game atCass Tech 6/29/13 powered by
"
"Tyga and Big Sean, I love it. The beat is hard! I don'tlike the song too much
","Tyga & big Sean - I'm gone. The beat tuff I don'tlike the song to much.
"
"The alarm sounds mellow and I cant believe its an alarm. Could it be something else?
","lOl GA's Tornado Siren Sounds So Weak.! I'm Not 100% Positive That's What It Is...But WhatElse Could It Be? Smh
"
