sentid,pairid,type,comparison,sentence
1831,1831,SAE,expected,"I am a Clippers fan from the beginning. I'm just rooting for the Pacers becausebecause I don't like the Heat
"
1832,1831,AAE,unexpected,"Ima clippers fan off dump im just going for the pacers bc ion fw the heat
"
1832,1832,SAE,expected,"Don't believe the lies, just look me in the eyes. Please don't be scared of me, please don't be scared of me.
"
1833,1832,AAE,unexpected,""".. Don't believe the lies look me in my eyes , please don't be scared if me, pleasedon't be scared of me""
"
1833,1833,SAE,expected,"I can't put up with people. I have to remind myself every dayto continue looking straight ahead
"
1834,1833,AAE,unexpected,"I can't w/ ppl .. I gotta remind myself everyday ,too continue looking Straight Forward
"
1834,1834,SAE,expected,"A lot of people on Twitter are posturing, but for whom? Because when you receive the beating that's imminent, they're going to be on here ridiculing you
"
1835,1834,AAE,unexpected,"ALOT of people on twitter fronting and for who..cause when you get that ass whooping thats coming to you..they gonbe on here clowning you.
"
1835,1835,SAE,expected,"I've been up since 6am, love. Thank you for waking me up. I was able to get myearly morning prayers in
"
1836,1835,AAE,unexpected,"Been up since 6am LOVE, thanx 4 the wake up , I'm able 2 get myearly morning prayers in .
"
1836,1836,SAE,expected,"Women came back and in good spirits. The are living.
"
1837,1836,AAE,unexpected,"The women of have returned and they are truly giving God praisethat they have SURVIVED !
"
1837,1837,SAE,expected,"It's beginning to make sense. My father was born on August 11th. Hip hop was also born on August 11th. My father was very good with words. Need I say more
"
1838,1837,AAE,unexpected,"It's beginning to make sense. My Father was born on Aug 11. Hip Hop was also born on Aug 11. Pops was Crazy withwords. Need I say more???
"
1838,1838,SAE,expected,"My shit is \""Streets Made of Gold.\"" He went in on that one.It is on repeat when I am riding.
"
1839,1838,AAE,unexpected,"my shit is ""Streets Made of Gold"" he went in on that one.""<<Oh Yea that song I puton repeat when I'm riding
"
1839,1839,SAE,expected,"This is the first time I've actually been able to watch TVin a long time
"
1840,1839,AAE,unexpected,"This Is the first time I've actually been able to watch tvin a long time ...
"
1840,1840,SAE,expected,"I took my flat-screen out and put it in the living room. Why willI sleep in here, laughing but serious
"
1841,1840,AAE,unexpected,"I Took My Flat Screen Out And Put It In The Living Room Why'llI Sleep In Here, Lbs
"
1841,1841,SAE,expected,"Dree is the only woman I really loved. The rest of those women, I don't know, were not for me
"
1842,1841,AAE,unexpected,"Dree The Only Girl I REALLY Loved. Rest Of Them GirlsIdk Were Not For Me.
"
1842,1842,SAE,expected,"I need to stop getting in my feelings, that's all... Mother fuckers.So flippy floppy with me
"
1843,1842,AAE,unexpected,"I Need To Stop Getting In My Feelings Thats All, MfssSo Flip Floppy With Me
"
1843,1843,SAE,expected,"Happy Father's Day to all the fathers, men who aren't fathers but play the role, and all of the women who haveto fill in for fathers
"
1844,1843,AAE,unexpected,"Happy Father's Day to all the fathers, men who aren't the fathers but play the role, & all the women who HAVEto fill in for fathers.
"
1844,1844,SAE,expected,"My mom is getting ready to go to my grandma's house, and Miesha is getting ready to come over. We're going to smoke.
"
1845,1844,AAE,unexpected,"My Mama Finna Go To My Grandma House, And Miesha Finna ComeOver And We Finna Smoke
"
1845,1845,SAE,expected,"I made the suggestion to go out. Now that it is time to get ready, I changed my mind. I'm terrible
"
1846,1845,AAE,unexpected,"I made the suggestion to go out. Now that is time to get ready, Ichanged my mind. I'm terrible...
"
1846,1846,SAE,expected,"I hate when men say, \""Maybe I'll carry you one day if you behave correctly.\"" How about I behave the same way andcarry myself? Good day, sir
"
1847,1846,AAE,unexpected,"I hate when dudes say ""maybe I'll carry you one day if you act right."" How about I act the same andcarry myself. Good day sir!
"
1847,1847,SAE,expected,"I can't really blame Rachel. I'm sure that her mother speaks that way. The cyclehas to be stopped somewhere.
"
1848,1847,AAE,unexpected,"Can't blame Rachel, I'm sure her mother speaks that way. The cyclehas to be stopped somewhere
"
1848,1848,SAE,expected,"Here is how I feel. Everyone has been there.
"
1849,1848,AAE,unexpected,"now u see how a Nigga be feel in !?! But don't say fuckmee I been here woop
"
1849,1849,SAE,expected,"He is doing a video with a famous personwith kirk and he isnt lying to the community.
"
1850,1849,AAE,unexpected,"I'm just ready to do a video with French Montana NdKirk bangz no lie fam
"
1850,1850,SAE,expected,"Tonight was quite eventful. I did meet some cool dude. It's crazy that noneof them like girls. Shaking my head
"
1851,1850,AAE,unexpected,"Tonight was quite eventful. I did meet some cool dude. Its crazy that noneof them like girls. Smh
"
1851,1851,SAE,expected,"That commercial is really good with the couples singing off the record. The starr song stands out.
"
1852,1851,AAE,unexpected,"I like that AT&T commerical with the couple singing off that atlanticstarr song for some reason
"
1852,1852,SAE,expected,"Do not be around for the moment. Messing with me will get you fucked if you fuck meover just for the moment
"
1853,1852,AAE,unexpected,"Don't be around for the moment, messing with me will get you fucked if you fuck meover just for the moment...
"
1853,1853,SAE,expected,"I just look like this. Don't mistake me, I will hurt youand leave you for dead.
"
1854,1853,AAE,unexpected,"I just look like this don't get it twisted I will fuck youup and leave you stankin.
"
1854,1854,SAE,expected,"It is frustrating when autotext puts the antonym of the work I'm trying to type
"
1855,1854,AAE,unexpected,"That moment when autotext insist on putting the antonym of eachword im trying to type...
"
1855,1855,SAE,expected,"It’s the moment when you wish your friend would lose because you want to go home butthey keep winning every game.
"
1856,1855,AAE,unexpected,"The moment when you wish your friend would loose because you wanna go home butthey keep winning every game
"
1856,1856,SAE,expected,"It got a little dry in the middle with those random stories, but it picked back up
"
1857,1856,AAE,unexpected,"it got a little dry in the middle with those random storiesbut it picked back up
"
1857,1857,SAE,expected,"Cookout. Seriously, stop with saying \""my pleasure.\"" That'sfor Chick-fil-a only
"
1858,1857,AAE,unexpected,"Cookout get the fuck on with that ""my pleasure"" shit... That'sfor Chik Fil a only.
"
1858,1858,SAE,expected,"Wow, that's a great story. I had to scroll down to figure out the beginning.The ankh was very interesting
"
1859,1858,AAE,unexpected,"wow that's a great story. Had to scroll down to catch the beginning.The ankh caught my eye
"
1859,1859,SAE,expected,"Dudes will want to fight if they think you are looking at their girl, but get mad when you tell them she isreally ugly. I was not looking.
"
1860,1859,AAE,unexpected,"Dudes will want to fight if they think you looking at they girl but get mad when you tell them shemad ugly I wasn’t looking
"
1860,1860,SAE,expected,"Light-skinned women are spoiled because all of you men want to perform oral sex on them and not have intercourse. Nowthey think they're the best
"
1861,1860,AAE,unexpected,"Light skin chics spoiled because y’all dudes wanna eat them out and not hit nowshe think she the shyt
"
1861,1861,SAE,expected,"Hey!  It was good to see you again! We didn’t get a chance to talkbut I wanted to congratulate you
"
1862,1861,AAE,unexpected,"Hey it was good to see you again! Didn't get a chance to talkbut wanted to congratulate you.
"
1862,1862,SAE,expected,"I’m so happy for all the young men who were drafted. I wish you allthe best with your career.
"
1863,1862,AAE,unexpected,"I'm so happy for all the young men that was drafted I wish you allthe best with your career.
"
1863,1863,SAE,expected,"You'd better stop talking about how good Red Coat Tavern is. I've had them both and Red Coatcan't come close to Cutters
"
1864,1863,AAE,unexpected,"and you're gonna stop hyping Red Coat Tavern. I've had them both and Red Coatcouldn't come close to Cutters.
"
1864,1864,SAE,expected,"One time, this man said that he actually watched the show before. What did you get in the car for then, if you know what's going to happen.
"
1865,1864,AAE,unexpected,"one time this man said he actually watched the show before wtf you get in the car for then ifyou know what's gonna happen
"
1865,1865,SAE,expected,"I wonder what reaction I would get if Danny Brown would come out to doTerrorist Threats with Ab Soul
"
1866,1865,AAE,unexpected,"I wonder what reaction would be if Danny Brown come out to doTerrorist Threats with Ab Soul.
"
1866,1866,SAE,expected,"I hate an extra motherfucker. Change what I need changes, and keep it moving. Stop askingall these irrelevant ass questions
"
1867,1866,AAE,unexpected,"I hate an extra motherfucka. Change what I need changed and keep it moving stop askingall these irrelevant ass questions
"
1867,1867,SAE,expected,"No offense, but everyone is bigger than you. lol You have to make it knownthat you aren't weak.
"
1868,1867,AAE,unexpected,"no offense, but everyone is bigger than you. Lol. Gotta step it up and make it knows straws andbeers are not a couple!
"
1868,1868,SAE,expected,"It's nice to know that the reason that I was starving yesterday was due to a lack of shawarma humors you.
"
1869,1868,AAE,unexpected,"it's nice to know my starvation yesterday due to a lackof shawarma humors you ;)
"
1869,1869,SAE,expected,"Whoever is making my bowl will put the right amount of meet without extra charges. I am being serious about my food.
"
1870,1869,AAE,unexpected,"Any worker who prepares my burrito bowl will be adding steak no double steak charge and my bowl will have enoughrice. Not time for games
"
1870,1870,SAE,expected,"Oh no, you butt hole licker, you go to school. I haven't seen my baby in a while.
"
1871,1870,AAE,unexpected,"oh no butthole licker you go to school whaaa ? Mama (me) hasn't seen herbaby (you) in a while
"
1871,1871,SAE,expected,"Aren't they a little late with selling this chicken and waffle chips? Wasn't that the last flavor that won the challenge?
"
1872,1871,AAE,unexpected,"Aren't they a little late with selling this chicken and waffle chips or was that theflavor that won the challenge?
"
1872,1872,SAE,expected,"They are talking about making $30,000 a month, but you didn't sign up, and eight months later, they are in the samesituation that they've been in. Broke
"
1873,1872,AAE,unexpected,"They talk about makin 30k/month, But u dont sign up, and 8months later they in the samesituation they been in. Broke.
"
1873,1873,SAE,expected,"I wish I knew someone with a truck. I am not trying to spend200 on a U-Haul truck.
"
1874,1873,AAE,unexpected,"Wish I knew someone with a truck ain't eem tryna spend200 on a uhaul truck
"
1874,1874,SAE,expected,"Let me tell you about how I went to urinate this morning and my hat fell into thetoilet. I am pissed. In more ways than one
"
1875,1874,AAE,unexpected,"Lets talk about how I went pee this morning and my damn bonnet fell in thetoilet. Pissed. Literally and figuratively
"
1875,1875,SAE,expected,"I’ve been hearing these schemes since I was 18 years old. I haven’t seen one guy closeto me become a “billionaire”.
"
1876,1875,AAE,unexpected,"I been hearing these schemes since i was 18yrs old... I aint seen one dude closeto me become a ""billionaire""...
"
1876,1876,SAE,expected,"Sometimes, it's easy to let someone's negative opinion or thoughts about youmake you upset or frustrated
"
1877,1876,AAE,unexpected,"Sometimes it's easy to let someone's negative opinion or thoughts about youmake you upset or frustrated.
"
1877,1877,SAE,expected,"Of course, it's about ratings and money. Has to go seven games to sell ticketsand make money on commercials
"
1878,1877,AAE,unexpected,"of course... It's about ratings and money... Gotta go 7 games to sale tixand make money on comericals.
"
1878,1878,SAE,expected,"Cleanser and Benzoyl Peroxide: I'm out of town, and accidentally left my stuff. So, my skin is kind ofmad at me right now
"
1879,1878,AAE,unexpected,"cleanser and benzoyl peroxide.: Im out of town and I accidentally left my stuff so my skin is kind ofmad at me right now
"
1879,1879,SAE,expected,"This panel doesn't have any jokes: no pranks, no arguments. Chuck,Kenny, and Shaq are clowning
"
1880,1879,AAE,unexpected,"This panel aint got no jokes... No pranks... No arguments... Chuck,Kenny, and SHAQ be clowning.
"
1880,1880,SAE,expected,"Don't you have an issue with it giving you raccoon eyes? Because at the end of the day, that'swhat I'm dealing with. I'm laughing.
"
1881,1880,AAE,unexpected,"you don't have an issue with it giving you raccoon eyes? Cause by the end of the day that'swhat I'm dealing with lol
"
1881,1881,SAE,expected,"I really need to make breakfast, but I've been lazy this week.I'll get back on it next week
"
1882,1881,AAE,unexpected,"I really need to make breakfast butttttt I've been lazy this weekback on it next week
"
1882,1882,SAE,expected,"Don't count how many new friends you can make. Count how manyold ones you can keep
"
1883,1882,AAE,unexpected,"Don't count how many new friends you can make. Count how manyold ones you can keep.""
"
1883,1883,SAE,expected,"I take my charger everywhere. The school, the library, the beach, the mall, the park, the church, the hospital. You neverknow where a socket will be
"
1884,1883,AAE,unexpected,"I take my charger EVERYWHERE! School Library Beach Mall Park Church Hospital you neverknow where a socket at.""
"
1884,1884,SAE,expected,"Don't judge me, I just hate ratchet-ass bitches. Like that shit is not cool, why do you want tobe ratchet? Let me know
"
1885,1884,AAE,unexpected,"Don't judge me I jus hate ratchet ass bitchez ! Like dat shyt not kool y u wannabe ratchet let me no
"
1885,1885,SAE,expected,"I arrive at my destination, and these women are upset because I don’t want to be in a relationship with them. Go do something better with your time, woman
"
1886,1885,AAE,unexpected,"I Roll Up n these hoes be hating becuz I don't wont themget a life bitch !!!
"
1886,1886,SAE,expected,"Yes, I gave the bag back on Tuesday... But now I think I'mcoming down with a cold
"
1887,1886,AAE,unexpected,"yep i gave the bag back tuesday.. But now i think imcoming down with a cold
"
1887,1887,SAE,expected,"I'm kind of about to pass out on my couch... But before I do, canI say the shit I wanna say, Twitter
"
1888,1887,AAE,unexpected,"Im lowkey about to pass out on my couch... But before i do cani talk my shit twitter
"
1888,1888,SAE,expected,"The trouble with being my complexion is that I get confused when Black Twitter talks badly about light skinned girls... AmI grouped in that category
"
1889,1888,AAE,unexpected,"the trouble with being my complexion is I get confused when black twitter disses light skin girls…amI grouped in that category?
"
1889,1889,SAE,expected,"Okay. I'm over all these Kendrick memes, man... You can't flood my timeline or Instagram like it's the rapesloth or Drake walking away
"
1890,1889,AAE,unexpected,"Ok Im over all these Kendrick Memes man… you can't flood my timeline or instagram like its the rapesloth or drake walking away
"
1890,1890,SAE,expected,"I'm laughing my ass off. Don't judge me, man. I just like to interact with my animal crackersbefore they meet their demise
"
1891,1890,AAE,unexpected,"LMAO don't judge me man I just like to interact with my animal crackersbefore they meet there demise
"
1891,1891,SAE,expected,"Bow Wow you can't go back to dating Ciara because she is dating 50 cent. He has memories with her waiting for you to try and date her again.
"
1892,1891,AAE,unexpected,"Bow Wow u cant get Ciara back... U knew it was over after 50 Cent got a hold of her. He got her on tapewaitin for u to slip
"
1892,1892,SAE,expected,"Juicy J has me throwing money at strippers this morning viahis game on his site.
"
1893,1892,AAE,unexpected,"Juicy J has me throwing money at strippers this morning viahis game on his site
"
1893,1893,SAE,expected,"I wonder what the rap industry would be like if Biggie Smallsand Tupac were still aliv
"
1894,1893,AAE,unexpected,"Wonder what the rap game would be like if biggie smallsand 2pac was still alive
"
1894,1894,SAE,expected,"A black man rather be with the hoe than to be with the female who heldthem down. I do not get it.
"
1895,1894,AAE,unexpected,"A nigga rather be with the hoe than to be with the female who heldthem down...I don't get it
"
1895,1895,SAE,expected,"Tell her hungry self she isn't going to watch the game. She just wantsto eat, not spend time with me.
"
1896,1895,AAE,unexpected,"Telly hungry ass ain't going to watch the game she just wannaeat lol"" don't do me
"
1896,1896,SAE,expected,"I am always hungry.Even before I fall asleep.
"
1897,1896,AAE,unexpected,"I always wake up hungry no matter how much I eatbefore I go to bed
"
1897,1897,SAE,expected,"Some people are asking questions and answering them to repost for social media followers. How do you know?
"
1898,1897,AAE,unexpected,"Half y'all mfs ask y'all own questions on ask.me and answer them..I be knowinglol"" lmao how you know
"
1898,1898,SAE,expected,"Having your ass eaten is such a violation. I could never look at him the same way again. Have a seat under the bed, bitch
"
1899,1898,AAE,unexpected,"Getting your ass ate feels so violating I could never look at him the same again"" have aseat under the bed bih
"
1899,1899,SAE,expected,"\""If someone doesn't like me, they're hating.\"" No, maybe theyjust don't like you
"
1900,1899,AAE,unexpected,"If a nigga don't like me he hating.."" Naw maybe theyjust don't like ya ass
"
1900,1900,SAE,expected,"The things people say about me don't phase me, simply because I truly know what goes o
"
1901,1900,AAE,unexpected,"The things people say about me don't phase me, simply cause Itruly knows what goes on
"
1901,1901,SAE,expected,"Traci, sweetie, you shouldn't bother a man with any \""he said, she said\""nonsense on a first date
"
1902,1901,AAE,unexpected,"Traci sweetie you don't come to a man with no he say she saymess on the first date
"
1902,1902,SAE,expected,"\""Been waiting for a phone call for two days, damn!\"" It's safe tosay they're not going to call, and I'm laughing
"
1903,1902,AAE,unexpected,"Been waiting on phone call for TWO days...damn!"" It's safe tosay they not calling lol
"
1903,1903,SAE,expected,"Now how did this bitch get mad, when she's the one who catfished my boyfriend? That's what I said. I'm like, can you believe this bitch
"
1904,1903,AAE,unexpected,"Now how this bih get mad when she the 1 catfished my mans"" that's what Isaid. I'm like this bitch
"
1904,1904,SAE,expected,"I wish they would build new dorm rooms for the students at A&M University. Motel6's rooms are better than the dorm rooms there
"
1905,1904,AAE,unexpected,"I wish they would build new dorms for the kids at A&M. Motel6 better than those dorms
"
1905,1905,SAE,expected,"I can't wait to deduct these costs for daycare on my tax forms!!My god, they're making me broke!!
"
1906,1905,AAE,unexpected,"I Can't wait to file these daycare cost on my taxes!!My Jesus its killing me!!!
"
1906,1906,SAE,expected,"My Iphone 5 is looking rough. Just another reason to get the new one, when it comes out this fall.
"
1907,1906,AAE,unexpected,"My iPhone5 is looking rough. Just another reason to grab the new one whenit comes out this fall.
"
1907,1907,SAE,expected,"The black person was overrated as a quarterback. And the other black people outshone him in scrimmage. He played in high school,though. He should be good
"
1908,1907,AAE,unexpected,"nigga was overrated at QB. And the other niggas out shinned him in scrimmage. He played in hstho. He should be good
"
1908,1908,SAE,expected,"At the barbershop, about to get this cut. I swear thisplace is 24-hours. Laugh out loud.
"
1909,1908,AAE,unexpected,"At the Barbershop about to get this cut. I swear thisplace is 24 hours lol
"
1909,1909,SAE,expected,"Somebody on Facebook asked what a good hotel to stay in Vegas was and somebody replied 'Circus Circus'. I'm laughing my fucking ass off, that's likethe worst on the strip
"
1910,1909,AAE,unexpected,"Somebody on FB asked what was a good hotel to stay in in Vegas and somebody replied 'Circus Circus' lmfao that's likethe worst on the strip
"
1910,1910,SAE,expected,"Wow, some guys are really unpleasant... Being disloyal can't even describe what they do... Then they wonder why nobodylikes them... So lame.
"
1911,1910,AAE,unexpected,"Wowww really sum niggaz do the most....unloyal aint the word to it...then u wonderin why nobody reallyfucks wit you....straight played out
"
1911,1911,SAE,expected,"My next project is slowly approaching... Almost there... Second drop forthe year... Produced entirely b
"
1912,1911,AAE,unexpected,"My next project is slowly approaching.. Almost there.. Second drop forthe year.. Produced entirely by
"
1912,1912,SAE,expected,"The writer needs transport and tickets to a busplease share
"
1913,1912,AAE,unexpected,"Ok yall we got a NNBT in full affect ~Nukka Needing Bus Tickets~ if you know or suspect someone of knowing who gotsome Get at yo dude
"
1913,1913,SAE,expected,"To test if your breath smell's, lick the back of your hand and wait 5 second's. If your nose hair's melt yourbreath stinks. Just so you know that’s funny.
"
1914,1913,AAE,unexpected,"To test if ur breath smells, lick the back of ur hand, wait 5sec. If yo nose hairs melt.... yobreath stink. just fyi lol
"
1914,1914,SAE,expected,"Somebody told me that vagina tastes like chicken. Well, one day, I'm going to find outwhat chicken tastes like, that's funny
"
1915,1914,AAE,unexpected,"Somebody told me that coochi tastes like chicken. Well, One day imma find outwhat chicken taste like lol
"
1915,1915,SAE,expected,"Oh yeah, I saw you and him, walking in the rain. You were holding hands, and I'll never bethe same looking ass. Laughing my ass off
"
1916,1915,AAE,unexpected,"Ole I saw you and him, walking in the rain. You were holding hands and ill never bethe same looking ass. Lmao
"
1916,1916,SAE,expected,"I'm so glad to be off of work. I thought Darryl was gone, I didn't want to get into a fight today. I need to be touched.
"
1917,1916,AAE,unexpected,"Im so glad to be off work, I thought Darryl was gone have to slap a bytch today.I need to be touched.
"
1917,1917,SAE,expected,"We have ten fingers, the index finger to point, the ring finger for marriage, the thumb to show approval, the pinkie for pinkie swears, and themiddle finger is for telling people off
"
1918,1917,AAE,unexpected,"We got 10 fingers. INDEX to point out shyt, RING for marriage, THUMBS for approval, PINKIE for swearing, theMIDDLE for tha HATERS Ijs
"
1918,1918,SAE,expected,"Thanks for recognizing me and being part of my group.you all are the real heroes.
"
1919,1918,AAE,unexpected,"Wow Im overwhelmed by the love yall showing a brotha. It feels good to be loved. Im blessed to have a wonderful groupof friends. You gu ...
"
1919,1919,SAE,expected,"I just got messed up about something. People don't even say Grace anymore. They just take a picture of the food, then upload it to Instagram and Facebook. No, that's funny
"
1920,1919,AAE,unexpected,"I just tripped of sumthing ppl dont even say grace no more. They just take a picture of the food then upload it toinstagram and fb. No lol
"
1920,1920,SAE,expected,"I think I want a touch screen flip phone. Or a touch screenpager made by Skytel, I'm laughing my ass off
"
1921,1920,AAE,unexpected,"I think i want me a touch screen flip phone. Or a touch screenpager made by skytel lmao
"
1921,1921,SAE,expected,"Damn, I must have slept weird because I woke up and my arm was stiff... All three of them. I'm laughing out loud
"
1922,1921,AAE,unexpected,"Damn I must've slept weird cuz I woke up and my arm was stiff.....All three of them Lmao
"
1922,1922,SAE,expected,"Why are you overreacting? I didn't even do anything and you called me a jerk. That's okay, I'll take it this time, but hey, do me a favor:call me jerk-o
"
1923,1922,AAE,unexpected,"Why you trippin I ain't even did nothin and you called me a jerk that's okay I'll take it this time but aye do me a favorcall me jerk o ...
"
1923,1923,SAE,expected,"Knock knock. Who's there? Ben. Ben who? Ben Dover and I'llshow you! Ha ha, laughing out loud at that
"
1924,1923,AAE,unexpected,"Knock knock. Who's there? Ben. Ben who? Ben dover and I'llshow ya! Ha ha lol
"
1924,1924,SAE,expected,"He just texted me this: \""Baby you may be asleep but I was just thinking about you,I love you boo.\
"
1925,1924,AAE,unexpected,"He just txtd me this ""Baby you may be sleep but I was just thinking about you ,I love you boo. ""
"
1925,1925,SAE,expected,"It is late and I am awake. Why? It's because of a man and I am waiting for his phone call.
"
1926,1925,AAE,unexpected,"It's 1:00am and I'm still up . Pourquoi? Smfh Tchao. I guess I'm going tobed unless He calls me.
"
1926,1926,SAE,expected,"I'm not cocky, I'm confident. So when you tell me I'm the best,it's a compliment
"
1927,1926,AAE,unexpected,"I'm not cocky i'm confident , so when you tell me i'm the best, it's a compliment !
"
1927,1927,SAE,expected,"First thing a person says in a relationship, \""Bae, we, no matter what!\"" Three months later they are goneafter one argument. What the fuck, bitch.
"
1928,1927,AAE,unexpected,"First thing a person say in a relationship bae we no matter what ! 3 months later they gonafter 1 argument tf bitch
"
1928,1928,SAE,expected,"I'm single because I am ugly. You don't know what it's likesince you are not as ugly
"
1929,1928,AAE,unexpected,"Im single cause im ugly aab """"You dont know the struggle ""I beugly on Tuesdays so ik
"
1929,1929,SAE,expected,"Somebody told me so and so says I think I'm the best in every way! I replied that I know they're going tolet me think that
"
1930,1929,AAE,unexpected,".Somebody told me So && So say I think I'm all that ! I replied back I know that Bx gonnalet me think it !
"
1930,1930,SAE,expected,"I blow up by myself, believe that. Nobody has to go behind my back; I do it myself. \""Well,I'm still the same.\
"
1931,1930,AAE,unexpected,"I pop off BY myself Bee-Leave-Zat !!! Ain't nobody gotta dive behind me I got me "" well, im still iz .""
"
1931,1931,SAE,expected,"If you have whores, why do you need me? If you have me,why do you need whores
"
1932,1931,AAE,unexpected,"If you got hoes why u need me ? If u got mewhy u need hoes ?
"
1932,1932,SAE,expected,"Broke women will never get anywhere trying to argue with me over a man. Catch your life beforeit falls out the window
"
1933,1932,AAE,unexpected,", BROKE hoes will never get it TRYING to argue w / Me over a DICK catch your LIFE beforeit falls out the WINDOW
"
1933,1933,SAE,expected,"Hey Justin, I want to let you know I love your music. I'm a big fan and I listen to your musiceveryday when I get up
"
1934,1933,AAE,unexpected,"Hey justin imma let u know i love youre music im a big fan and i listen to your musiceveryday when i get up
"
1934,1934,SAE,expected,"Crichton Group continues to grow. I'm looking to add another account manager to my benefits team. Please contactme if you are interested
"
1935,1934,AAE,unexpected,"Crichton Group continues to grow. Looking to add another Account Manager to my benefits team, please contactme if you are interested.
"
1935,1935,SAE,expected,"I saw two dead roaches on the floor while returning equipment.Keep up the good work
"
1936,1935,AAE,unexpected,"Seen two dead roaches on the floor while at returning equipment.Keep up the good work
"
1936,1936,SAE,expected,"Just got off work and I'm about to party. It feels good to be a working man again. Contact meif you have my number
"
1937,1936,AAE,unexpected,"Jus got off bout to turn up!!! It feels Gud to be a workin man again smh boy I tell u hmuif u got da number
"
1937,1937,SAE,expected,"I've been using their browser application for some time now, along with a good torrent application. Theworld is mine, anywhere, anytime
"
1938,1937,AAE,unexpected,"Been using their browser app for some time now along with a good torrent app.. theworld is mine anywhere anytime.
"
1938,1938,SAE,expected," He who says abstinence is good does not know what he is talking about. It's bad for the mind as well as the body
"
1939,1938,AAE,unexpected,"El que dice que la abstinencia es buena no sabe de que habla. Es malo para lamente como para el cuerpo.
"
1939,1939,SAE,expected,"I really do like her but she is what she is and I am still a man. I will take my shot with her.
"
1940,1939,AAE,unexpected,"I love her to death but she still a hoe and I'm still a nigga soyou know how that go
"
1940,1940,SAE,expected,"But he has one more chance to hit me with that jacketand I'm going to beat his ass
"
1941,1940,AAE,unexpected,"But He Got One Moe Time To Hit Me Wit That JacketAnd Ima Beat His Ass
"
1941,1941,SAE,expected,"Why do they use buttons instead of zipper on this model of jeans. I have to pee and it makes it harder
"
1942,1941,AAE,unexpected,"Never understood why 7 make their standard jeans with Buttons.... Wtf imma do ifi gotta piss real bad
"
1942,1942,SAE,expected," I am the only one out of my friends with cable at the moment.They are not going to take advantage of me
"
1943,1942,AAE,unexpected,"I'm the only one out of my friends with cable right now;they not gone use me
"
1943,1943,SAE,expected,"Dudes say, \""Babe, I can you the world.\"" And then she says, \""Give me your phone.\""Then he says, \""Wait a minute, uh...\
"
1944,1943,AAE,unexpected,"Niggas be like ""Babe, I can give you the world. She be like ""Give me your phoneHe be like ""Holdup uhhhh....
"
1944,1944,SAE,expected,"Writer is a photographer needing models? Let me know!
"
1945,1944,AAE,unexpected,"hey ill be needing some attractive chicks for my future projectshit me up if interested
"
1945,1945,SAE,expected,"I give myself a high five every time I pass a trooper and I'm going the speed limit
"
1946,1945,AAE,unexpected,"I give myself a high five every time I pass a trooper andI'm going the speed limit.
"
1946,1946,SAE,expected,"change is relativehow the change works will be judged by hindsight.
"
1947,1946,AAE,unexpected,"Change is fo the good but sometimes change is fo the bad( only time will tell)
"
1947,1947,SAE,expected,"I need stylist who does natural hair in Atlanta to take careof my dreadlocks. Please recommend someone...thanks
"
1948,1947,AAE,unexpected,"I need a Natural Hair Stylists in Atlanta to take careof my dredds...please recommend someone...thanks
"
1948,1948,SAE,expected,"I did write you back. I thought you fell asleep on me! How did I know youwould Tweet about me? Ha ha
"
1949,1948,AAE,unexpected,"I did write you back I thought you fell asleep on me !! How did I know youwould tweet about me hahahaha
"
1949,1949,SAE,expected,"Everybody, check out my little cousin, C Watt's, mixtape (you thought wrong). This young black man is unsigned and abeast on the rap tip.
"
1950,1949,AAE,unexpected,"Everybody check out my lil cousin C Watt mixtape on (you thought wrong) this young nigga unsigned and abeast on the rap tip
"
1950,1950,SAE,expected,"People kill me when they say some shit and you speak about it, but theyget an attitude about it
"
1951,1950,AAE,unexpected,"Ugh....ppl kill me when they say some shit and u speak on it but theyget attitudlem bout the shit
"
1951,1951,SAE,expected,"The kids are eating, so I'm sitting outside trying to convince them everything is going to be all right as long as weare together as a team
"
1952,1951,AAE,unexpected,"Kiddos are eating so im sitting outside trying to convince them everything going to be alright as long as weare together as a team
"
1952,1952,SAE,expected,"Well, the children are about to go to sleep, and I'm about to finish eating suasage gravy and rice and then lock upthe house for some sleep
"
1953,1952,AAE,unexpected,"Well kids about to head to bed about to finish off sausage gravy and rice then shuthouse down for some zzzz
"
1953,1953,SAE,expected,"Continuing to watch and I'm pretty impressed with his transformation from selfish to family manand his relationship with his wife
"
1954,1953,AAE,unexpected,"Watching on and pretty impressed with his transformation from selfish to family manand his relationship w/his wife.
"
1954,1954,SAE,expected,"Please fuck. He is at someone he came out the creases and was geeking. Asking 21questions for your address. Laughing my fucking ass off
"
1955,1954,AAE,unexpected,"llssss fuck he at""son he came out the creases and and was geekin askin 21questions for ur address lmfao
"
1955,1955,SAE,expected,"I woke up this morning high took the drug molly.
"
1956,1955,AAE,unexpected,"I Woke Up 5 Dis Morning Tweakin Like Pookie ""naked sweatinlike u popped a Molly..
"
1956,1956,SAE,expected,"Let me take my ass to Checkers, then go home. I'msleepy.\"" Bring me a Big Buford
"
1957,1956,AAE,unexpected,"let me take my ass to checkers then go home I'mschleepy""bring me a big Buford
"
1957,1957,SAE,expected,"I just ate a whole steak and cheese with salt and pepper, thick cut fries, and the best fruit punch I'veever had... I'm good now
"
